Scientific Name,Common Name,Rarity Status
Pritchardia perlmanii,Wai'oli Valley pritchardia,G1
Pritchardia remota,Nihoa pritchardia,G1
Pritchardia schattaueri,lands of papa pritchardia,G1
Pritchardia viscosa,stickybud pritchardia,G1
Pritchardia waialealeana,poleline pritchardia,G1
Priva portoricensis,Puerto Rico velvet bur,GH
Proatriplex pleiantha,Mancos shadscale,G3
Proboscidea sabulosa,sanddune unicorn-plant,G3
Proboscidea spicata,New Mexico unicorn-plant,G1
Prosartes hookeri var. parvifolia,drops of gold,G5T2?
Prosartes maculata,yellow mandarin,G3G4
Prunella vulgaris ssp. aleutica,Aleutian selfheal,G5T1T3Q
Prunus alleghaniensis var. davisii,Davis' plum,G4T3Q
Prunus eremophila,Mojave Desert plum,G1
Prunus fasciculata var. punctata,desert almond,G5T3
Prunus geniculata,scrub plum,G3
Prunus minutiflora,Texas almond,G3
Prunus murrayana,Murray's plum,GHQ
Prunus serotina var. eximia,black cherry,G5T2T4
Prunus subcordata var. rubicunda,Klamath plum,G5T1?
Prunus texana,peachbush,G3
Psathyrotes pilifera,hairybeast turtleback,G3?
Pseudobahia bahiifolia,Hartweg's golden sunburst,G2
Pseudobahia peirsonii,San Joaquin adobe sunburst,G1
Pseudobombax ellipticum,,G3
Pseudoclappia arenaria,Trans-Pecos false clapdaisy,G3
Pseudoclappia watsonii,Watson's false clapdaisy,G1
Pseudognaphalium arizonicum,Arizona cudweed,G3G4
Pseudognaphalium austrotexanum,Texas rabbit-tobacco,G3
Pseudognaphalium helleri ssp. helleri,Heller's cudweed,G4G5T3T4
Pseudognaphalium helleri ssp. micradenium,Heller's cudweed,G4G5T3?
Pseudognaphalium obtusifolium ssp. saxicola,rabbit-tobacco,G5T2
Pseudognaphalium sandwicensium,'ena'ena,G3
Pseudognaphalium sandwicensium var. hawaiiense,'ena'ena,G3T3
Pseudognaphalium sandwicensium var. kilaueanum,'ena'ena,G3T3
Pseudognaphalium sandwicensium var. molokaiense,'ena'ena,G3T1
Pseudognaphalium sandwicensium var. sandwicensium,'ena'ena,G3T3
Pseudolepicolea fryei,,G2G4
Pseudoleskeella serpentinensis,serpentine pseudoleskeella moss,G3
Pseudophegopteris keraudreniana,false beech fern,G3
Pseudophoenix sargentii ssp. saonae,Florida cherry palm,G3G5T1Q
Pseudostellaria sierrae,pseudostellaria,G3G4
Pseudotaxiphyllum homomallifolium,pseudotaxiphyllum moss,G2G4
Psidium sintenisii,Sintenis' guava,G1
Psiguria pedata,Caribbean pygmymelon,G1?
Psilactis gentryi,Mexican tansyaster,G3
Psilocarphus brevissimus var. multiflorus,dwarf woollyheads,G4T3
Psilostrophe bakeri,Baker's paperflower,G2G4
Psoralidium junceum,rush lemonweed,G3
Psorothamnus arborescens var. arborescens,Mojave indigobush,G5T3
Psorothamnus arborescens var. pubescens,Mojave indigobush,G5T2
Psorothamnus arborescens var. simplifolius,California indigobush,G5T3?
Psorothamnus fremontii var. attenuatus,Fremont's dalea,G5T3?
Psorothamnus kingii,King's dalea,G3
Psorothamnus polydenius var. jonesii,Jones' dalea,G5T1T2
Psorothamnus schottii,Schott's dalea,G3G4
Psorothamnus thompsoniae,Thompson's dalea,G3?
Psorothamnus thompsoniae var. thompsoniae,Thompson's dalea,G3?T3?
Psorothamnus thompsoniae var. whitingii,Whiting's dalea,G3?T2
Psychilis kraenzlinii,Kraenzlin's peacock orchid,G3
Psychilis krugii,Krug's peacock orchid,G1
Psychotria fauriei,Koolau Range wild coffee,G2
Psychotria grandiflora,largeflower wild coffee,G1
Psychotria greenwelliae,Kauai wild coffee,G2
Psychotria hathewayi,Waianae Range wild coffee,G2
Psychotria hathewayi var. brevipetiolata,Waianae Range wild coffee,G2T2
Psychotria hathewayi var. hathewayi,Waianae Range wild coffee,G2T2
Psychotria hawaiiensis,kopiko 'ula,G3
Psychotria hawaiiensis var. hawaiiensis,kopiko 'ula,G3T3
Psychotria hawaiiensis var. hillebrandii,kopiko 'ula,G3T3
Psychotria hawaiiensis var. scoriacea,kopiko 'ula,G3T3
Psychotria hexandra,woodland wild coffee,G2
Psychotria hexandra ssp. hexandra,woodland wild coffee,G2T2
Psychotria hexandra ssp. oahuensis,Oahu wild coffee,G2T1
Psychotria hexandra var. hexandra,woodland wild coffee,G2T2
Psychotria hexandra var. hirta,woodland wild coffee,G2T2
Psychotria hexandra var. hosakana,Oahu wild coffee,G2TH
Psychotria hexandra var. kealiae,woodland wild coffee,G2T2
Psychotria hexandra var. oahuensis,Oahu wild coffee,G2T1
Psychotria hexandra var. rockii,Oahu wild coffee,G2TH
Psychotria hobdyi,milolii kopiwai,G1
Psychotria kaduana,kopiko kea,G2G3
Psychotria mariniana,forest wild coffee,G3
Psychotria mauiensis,'opiko,G3
Psychotria wawrae,leatherleaf wild coffee,G2
Ptelea trifoliata var. lutescens,pallid hoptree,G5T3?
Ptelea trifoliata var. persicifolia,common hoptree,G5T2T4
Pteralyxia kauaiensis,Kauai pteralyxia,G1
Pteralyxia macrocarpa,ridged pteralyxia,G1
Pteridium aquilinum var. decompositum,decomposition brackenfern,G5T3
Pteris irregularis,zigzag brake,G3
Pteris lydgatei,Lidgate's brake,G1
Pteroglossaspis ecristata,giant orchid,G2G3
Pterogonium gracile,pterogonium moss,G3G4
Pterygoneurum californicum,California pterygoneurum moss,GH
Pterygoneurum kozlovii,Kozlov's pterygoneurum moss,G2G3
Pteryxia davidsonii,Davidson's wavewing,G2
Ptilagrostis kingii,Sierra false needlegrass,G3?
Ptilagrostis porteri,Porter's false needlegrass,G2
Ptilidium californicum,,G3G4
Ptilimnium ahlesii,Ahles' Mock Bishopweed,G1
Ptilimnium nodosum,piedmont mock bishopweed,G2
Ptychomitrium leibergii,Leiberg's ptychomitrium moss,G3?Q
Puccinellia agrostidea,bent alkaligrass,G2G4
Puccinellia arctica,arctic alkaligrass,G2Q
Puccinellia bruggemannii,Prince Patrick alkaligrass,G2G3
Puccinellia deschampsioides,polar alkaligrass,G3
Puccinellia distans ssp. hauptiana,Hauptian alkaligrass,G5T3T4
Puccinellia groenlandica,Greenland alkaligrass,G3?
Puccinellia howellii,Howell's alkaligrass,G1
Puccinellia hultenii,Hulten's alkaligrass,G1G2Q
Puccinellia kamtschatica,Alaska alkaligrass,G2Q
Puccinellia laurentiana,Tracadigash Mountain alkaligrass,G3?Q
Puccinellia parishii,bog alkaligrass,G2G3
Puccinellia simplex,California alkaligrass,G3G4
Puccinellia sublaevis,smooth alkaligrass,G1?
Puccinellia wrightii,Wright's alkaligrass,G3G4
Pycnanthemum beadlei,Beadle's mountainmint,G2G4
Pycnanthemum clinopodioides,basil mountainmint,G1G2
Pycnanthemum curvipes,stone mountainmint,G3
Pycnanthemum floridanum,Florida mountainmint,G3
Pycnanthemum torrei,Torrey's mountainmint,G2
Pyrrocoma apargioides,alpineflames,G3G4
Pyrrocoma carthamoides var. cusickii,largeflower goldenweed,G4G5T3T4
Pyrrocoma carthamoides var. subsquarrosa,largeflower goldenweed,G4G5T3
Pyrrocoma clementis,tranquil goldenweed,G3G4
Pyrrocoma clementis var. clementis,tranquil goldenweed,G3G4T3T4
Pyrrocoma clementis var. villosa,tranquil goldenweed,G3G4T2
Pyrrocoma crocea var. genuflexa,curlyhead goldenweed,G4?T3T4
Pyrrocoma hirta var. hirta,tacky goldenweed,G4G5T3
Pyrrocoma hirta var. lanulosa,tacky goldenweed,G4G5T3
Pyrrocoma hirta var. sonchifolia,tacky goldenweed,G4G5T3
Pyrrocoma insecticruris,wholeleaf goldenweed,G3
Pyrrocoma integrifolia,many-stemmed goldenweed,G3G4
Pyrrocoma liatriformis,smallhead goldenweed,G2
Pyrrocoma lucida,sticky goldenweed,G3
Pyrrocoma racemosa var. pinetorum,clustered goldenweed,G5T3
Pyrrocoma racemosa var. racemosa,clustered goldenweed,G5T3T4
Pyrrocoma radiata,ray goldenweed,G3
Pyrrocoma scaberula,Palouse goldenweed,G3
Pyrrocoma uniflora var. gossypina,plantain goldenweed,G5T1
Pyxidanthera brevifolia,littleleaf pixiemoss,G3
Quercus ×grandidentata,hybrid oak,G1G3
Quercus acerifolia,mapleleaf oak,G1
Quercus ajoensis,Ajo Mountain scrub oak,G2G4
Quercus arkansana,Arkansas oak,G3
Quercus boyntonii,Boynton sand post oak,G1
Quercus carmenensis,Mexican oak,G2?
Quercus cedrosensis,Cedros Island oak,G2?
Quercus chrysolepis var. nana,canyon live oak,G5T2T3Q
Quercus depressipes,Davis Mountain oak,G3
Quercus dumosa,coastal sage scrub oak,G2
Quercus dumosa var. dumosa,coastal sage scrub oak,G2T1T2
Quercus dumosa var. elegantula,coastal sage scrub oak,G2T1T2
Quercus durata var. gabrielensis,leather oak,G4T3
Quercus engelmannii,Engelmann oak,G3
Quercus gambelii var. bonina,Gambel oak,G5T1Q
Quercus georgiana,Georgia oak,G3
Quercus graciliformis,Chisos oak,G1
Quercus havardii var. tuckeri,Havard oak,G4T3?Q
Quercus hinckleyi,Hinckley oak,G2
Quercus oglethorpensis,Oglethorpe oak,G3
Quercus pacifica,Channel Island scrub oak,G3
Quercus parvula var. parvula,Santa Cruz Island oak,G4QT3Q
Quercus parvula var. shrevei,Shreve oak,G4QT4?Q
Quercus parvula var. tamalpaisensis,Tamalpais oak,G4QT2Q
Quercus robusta,robust oak,G1Q
Quercus tardifolia,lateleaf oak,G1
Quercus tomentella,island live oak,G3
Racomitrium depressum,racomitrium moss,G2?
Racomitrium lawtonae,Lawton's racomitrium moss,G3G4
Racomitrium pacificum,Pacific racomitrium moss,G3
Radula australis,,G3G4
Radula brunnea,,G3
Radula obtusiloba ssp. polyclada,,G3G5T2T4
Radula sullivantii,,G3
Radula tenax,,G3G4
Radula voluta,,G3
Raillardella pringlei,showy raillardella,G3
Rainiera stricta,false silverback,G2G3
Randia portoricensis,Puerto Rico indigoberry,G1
Ranunculus acriformis var. acriformis,sharpleaf buttercup,G5T3T4
Ranunculus acris var. frigidus,tall buttercup,G5T3?
Ranunculus aestivalis,fall buttercup,G1
Ranunculus allenii,Allen's buttercup,G3G4
Ranunculus austrooreganus,Southern Oregon buttercup,G2
Ranunculus bonariensis var. trisepalus,Carter's buttercup,G4G5T3
Ranunculus coloradensis,Colorado buttercup,G1?
Ranunculus eschscholtzii var. oxynotus,Eschscholtz's buttercup,G5T3?
Ranunculus eschscholtzii var. trisectus,threesection buttercup,G5T3?
Ranunculus gormanii,Gorman's buttercup,G3G4
Ranunculus hawaiensis,Hawai'ian buttercup,G1
Ranunculus hydrocharoides var. stolonifer,frogbit buttercup,G3G5T2T4
Ranunculus inamoenus var. subaffinis,graceful buttercup,G5T1
Ranunculus mauiensis,Maui buttercup,G2
Ranunculus oreogenes,Oregon buttercup,G3?
Ranunculus orthorhynchus var. bloomeri,Bloomer's buttercup,G5T2T4
Ranunculus pacificus,Pacific buttercup,G3
Ranunculus ranunculinus,tadpole buttercup,G3G4
Ranunculus turneri,Turner's buttercup,G3
Ranunculus uncinatus var. earlei,Earle's buttercup,G5T3T4
Rauvolfia sandwicensis,devil's-pepper,G3
Ravenia urbanii,tortugo prieto,G3?
Reboulia hemisphaerica ssp. dioica,,G5T2?Q
Rectolejeunea berteroana,,G2?
Rectolejeunea brittoniae,,G3G4
Rectolejeunea evansiana,,G1
Reimarochloa oligostachya,Florida reimar grass,G3G4
Remya kauaiensis,Kauai remya,G1
Remya mauiensis,Maui remya,G1
Remya montgomeryi,Kalalau Valley remya,G1
Reynoldsia sandwicensis,'ohe makai,G2
Reynosia septentrionalis,darlingplum,G3G4
Rhamnus crocea ssp. insula,,G5T2T3
Rhamnus crocea ssp. pilosa,hollyleaf buckthorn,G5T2T3
Rhamnus pirifolia,island redberry,G3
Rhexia aristosa,awnpetal meadowbeauty,G3G4
Rhexia parviflora,white meadowbeauty,G2
Rhexia salicifolia,panhandle meadowbeauty,G2
Rhodiola integrifolia ssp. leedyi,Leedy's stonecrop,G5T1
Rhodiola integrifolia ssp. neomexicana,New Mexican stonecrop,G5T1
Rhododendron austrinum,orange azalea,G3
Rhododendron chapmanii,Chapman's rhododendron,G1
Rhododendron eastmanii,Santee azalea,G2
Rhododendron flammeum,piedmont azalea,G3
Rhododendron occidentale var. paludosum,western azalea,G5T2T3
Rhododendron occidentale var. sonomense,Sonoma azalea,G5T2T3
Rhododendron prunifolium,plumleaf azalea,G3
Rhododendron vaseyi,pinkshell azalea,G3
Rhododon angulatus,angled sandmint,G1Q
Rhododon ciliatus,Texas sandmint,G3
Rhus aromatica var. arenaria,fragrant sumac,G5T3Q
Rhus michauxii,false poison sumac,G2G3
Rhus sandwicensis,neneleau,G2G3
Rhus trilobata var. racemulosa,skunkbush sumac,G5T3T4
Rhynchosia michauxii,Michaux's snoutbean,G3?
Rhynchosia swartzii,Swartz's snoutbean,G3
Rhynchospora californica,California beaksedge,G1
Rhynchospora crinipes,mosquito beaksedge,G2
Rhynchospora decurrens,swampforest beaksedge,G3G4
Rhynchospora fernaldii,Fernald's beaksedge,G3G4
Rhynchospora floridensis,Florida whitetop,G3
Rhynchospora galeana,shortbristle beaksedge,G3G4
Rhynchospora indianolensis,Indianola beaksedge,G3Q
Rhynchospora knieskernii,Knieskern's beaksedge,G2
Rhynchospora leptocarpa,slender-fruit beaksedge,G3
Rhynchospora macra,large beaksedge,G3
Rhynchospora megaplumosa,Manatee beaksedge,G2
Rhynchospora pallida,pale beaksedge,G3
Rhynchospora pineticola,pine barren beaksedge,G3?Q
Rhynchospora pleiantha,coastal beaksedge,G2G3
Rhynchospora punctata,dotted beaksedge,G1?
Rhynchospora solitaria,onespike beaksedge,G1
Rhynchospora thornei,Thorne's beaksedge,G3
Ribes binominatum,ground gooseberry,G2G3
Ribes californicum,hillside gooseberry,G3?
Ribes canthariforme,Moreno currant,G2
Ribes cereum var. colubrinum,wax currant,G5T3
Ribes cruentum var. oregonense,Oregon currant,G4T1T3Q
Ribes divaricatum var. parishii,Parish's gooseberry,G4TH
Ribes echinellum,Miccosukee gooseberry,G1
Ribes erythrocarpum,Crater Lake currant,G2?
Ribes inerme var. klamathense,Klamath gooseberry,G5T3?
Ribes lasianthum,alpine gooseberry,G3?
Ribes malvaceum,chaparral currant,G3?
Ribes menziesii var. hystrix,canyon gooseberry,G4T3?
Ribes menziesii var. ixoderme,canyon gooseberry,G4T2
Ribes menziesii var. leptosmum,canyon gooseberry,G4T3?
Ribes menziesii var. senile,canyon gooseberry,G4T3?
Ribes nevadense var. glaucescens,Sierra currant,G5T1T3Q
Ribes nevadense var. jaegeri,Jaeger's currant,G5T1T3Q
Ribes niveum,snow currant,G3?
Ribes pinetorum,orange gooseberry,G3G4
Ribes quercetorum,rock gooseberry,G3G4
Ribes roezlii,Sierra gooseberry,G3G4
Ribes roezlii var. amictum,Sierra gooseberry,G3G4T3
Ribes sanguineum var. deductum,blood currant,G5T2T3Q
Ribes sanguineum var. melanocarpum,blood currant,G5T2T3Q
Ribes sericeum,Lucia gooseberry,G3
Ribes speciosum,fuchsiaflower gooseberry,G3?
Ribes tularense,Tulare gooseberry,G2
Ribes viburnifolium,island gooseberry,G2
Ribes victoris,Victor's gooseberry,G3
Riccardia jugata,,G2
Riccia albida,,G1G3
Riccia californica,,G1G2
Riccia dictyospora,,G3?
Riccia macallisteri,,G2G4
Riccia ozarkiana,,G1G2
Riccia tenella,,G1G3
Riella affinis,,G1G3
Riella americana,,G2?
Robinia hispida var. fertilis,bristly locust,G4T1Q
Robinia hispida var. kelseyi,Kelsey's locust,G4T1
Robinia hispida var. rosea,bristly locust,G4T3?
Robinia neomexicana var. rusbyi,Rusby's locust,G4T3T4
Robinia viscosa,clammy locust,G3
Robinia viscosa var. hartwegii,Hartweg's locust,G3T2
Robinia viscosa var. viscosa,clammy locust,G3T3
Rochefortia spinosa,espino,G3
Romanzoffia californica,California mistmaiden,G3G4
Romanzoffia thompsonii,Thompson's mistmaiden,G3
Romanzoffia unalaschcensis,Alaska mistmaiden,G3
Romanzoffia unalaschcensis var. glabriuscula,Alaska mistmaiden,G3T1T3
Romanzoffia unalaschcensis var. unalaschcensis,Alaska mistmaiden,G3T1T3
Romneya coulteri,Coulter's Matilija poppy,G3
Romneya trichocalyx,bristly Matilija poppy,G3?
Rondeletia portoricensis,Juan Tomas,G3
Rorippa calycina,persistent sepal yellowcress,G3
Rorippa coloradensis,San Luis yellowcress,GH
Rorippa columbiae,Columbian yellowcress,G3
Rorippa ramosa,Durango yellowcress,G2G4
Rorippa subumbellata,Lake Tahoe yellowcress,G1
Rosa blanda var. hispida,hispid rose,G5T1T3Q
Rosa gymnocarpa var. serpentina,Gasquet rose,G5T2
Rosa manca,Mancos rose,G2G4Q
Rosa minutifolia,Baja rose,G3
Rosa myriadenia,glandular rose,G1G3Q
Rosa pinetorum,pine rose,G2Q
Rosa stellata ssp. abyssa,desert rose,G4T2
Rosa stellata var. erlansoniae,desert rose,G4T1
Rosa virginiana var. lamprophylla,Virginia rose,G5T2?Q
Rosa woodsii var. glabrata,Woods' rose,G5T1T3
Rosa yainacensis,Cascade rose,G2G4Q
Roystonea borinquena,Puerto Rico royal palm,G3
Rubus aculiferus,thorny dewberry,G2?Q
Rubus aliceae,roadside raspberry,GH
Rubus alter,Maine dewberry,G2?Q
Rubus aptatus,drybank dewberry,G3?
Rubus bartonianus,Barton's raspberry,G2
Rubus bicknellii,Nantucket blackberry,G2?Q
Rubus bigelovianus,lowland blackberry,G3?
Rubus blanchardianus,Blanchard's dewberry,GUGHQ
Rubus boyntonii,Boynton's dewberry,G3?Q
Rubus burnhamii,Burnham's blackberry,G2?
Rubus centralis,Illinois dewberry,G2?Q
Rubus clarus,Mt. Vernon dewberry,G2?Q
Rubus conanicutensis,Conanicut Island blackberry,GUGHQ
Rubus concameratus,West Virginia blackberry,GHQ
Rubus cubitans,sprawling dewberry,G2?Q
Rubus curtipes,shortstalk dewberry,G2?Q
Rubus defectionis,eclipse blackberry,G1?Q
Rubus densissimus,Morgantown blackberry,G1
Rubus flavinanus,Windham County blackberry,G3?Q
Rubus fryei,Cacapon River blackberry,GHQ
Rubus furtivus,openground dewberry,G2?Q
Rubus glaucifolius var. ganderi,Cuyamaca raspberry,G5T1Q
Rubus gnarus,Pollock's Mill blackberry,G3?
Rubus grimesii,Grimes' dewberry,G3G4Q
Rubus gulosus,New Brunswick blackberry,G2?
Rubus hancinianus,windswept prairie dewberry,G2
Rubus hanesii,Hanes' blackberry,G1?
Rubus harmonicus,Kennebunkport dewberry,G2?Q
Rubus hawaiensis,Hawai'i blackberry,G2G3
Rubus hispidoides,bog dewberry,G2?Q
Rubus huttonii,Hutton's dewberry,GHQ
Rubus hypolasius,pineland dewberry,G1?Q
Rubus impar,Posey County blackberry,G1G2
Rubus inclinis,marshland blackberry,G1Q
Rubus inferior,Ocala blackberry,G2?Q
Rubus iniens,sandyfield dewberry,G2?Q
Rubus insulanus,island blackberry,G2?Q
Rubus kelloggii,Kellogg's blackberry,G1?Q
Rubus largus,oakwoods dewberry,G2?
Rubus lawrencei,Adirondack blackberry,G3?Q
Rubus leucodermis var. bernardinus,whitebark raspberry,G5T1?
Rubus leucodermis var. trinitatis,whitebark raspberry,G5TUTHQ
Rubus macraei,'akala,G2
Rubus macrophyllus,largeleaf blackberry,G2G4
Rubus macvaughii,MacVaugh's dewberry,GUGHQ
Rubus maniseesensis,Mohican Trail dewberry,GUGHQ
Rubus mirus,marvel dewberry,G3?
Rubus missouricus,Missouri dewberry,GHQ
Rubus nefrens,prickless dewberry,G1Q
Rubus nigerrimus,dark raspberry,G1
Rubus novanglicus,New England dewberry,G2?Q
Rubus noveboracus,New York blackberry,G3?Q
Rubus novocaesarius,Tuckahoe dewberry,G1
Rubus obsessus,New York dewberry,G3?
Rubus obvius,woodborder dewberry,GUGHQ
Rubus odoratus var. columbianus,purpleflowering raspberry,G5TUTHQ
Rubus originalis,Cold Spring blackberry,G3?
Rubus ortivus,Mt. Desert Island blackberry,G3?Q
Rubus ostryifolius,highbush blackberry,G3?Q
Rubus paludivagus,Cape Cod blackberry,G1?Q
Rubus parlinii,Parlin's dewberry,G2?Q
Rubus particeps,Kingston dewberry,G3?
Rubus particularis,West Virginia dewberry,GUGHQ
Rubus pascuus,Chesapeake blackberry,G2G4
Rubus pernagaeus,Smithfield blackberry,GUGHQ
Rubus plexus,tangled dewberry,GUGHQ
Rubus porteri,Pocono Plateau dewberry,G1?Q
Rubus positivus,New London dewberry,GUGHQ
Rubus prestonensis,Terra Alta blackberry,G3
Rubus probativus,Birmingham blackberry,G3?
Rubus prosper,Rhode Island dewberry,G1?
Rubus racemiger,racemed dewberry,G2?Q
Rubus rosarius,James River blackberry,G3?
Rubus rossbergianus,Connecticut blackberry,G3?
Rubus rydbergianus,Rydberg's blackberry,GUGHQ
Rubus saltuensis,Tolland County blackberry,G1?Q
Rubus sceleratus,Androscoggin River blackberry,GUGHQ
Rubus severus,harsh dewberry,G3?Q
Rubus sewardianus,Seward's blackberry,G2?Q
Rubus spectabilis var. franciscanus,salmonberry,G5T2T4
Rubus trux,Lookout Mountain blackberry,G3G4
Rubus tygartensis,Taylor County blackberry,GUGHQ
Rubus ucetanus,Hillsborough blackberry,GUGHQ
Rubus ursinus var. sirbenus,California blackberry,G5T3?
Rubus vagus,rambling dewberry,G2?Q
Rubus variispinus,Vicksburg blackberry,G1?Q
Rubus velox,fuzzy dewberry,G2?Q
Rubus vigilis,Missouri blackberry,G3?Q
Rubus vigoratus,Essex dewberry,GUGHQ
Rubus whartoniae,Wharton's dewberry,G2Q
Rudbeckia auriculata,eared coneflower,G2
Rudbeckia fulgida var. deamii,Deam's coneflower,G5T1T3
Rudbeckia graminifolia,grassleaf coneflower,G3
Rudbeckia heliopsidis,sunfacing coneflower,G2
